event_id,event_name,tier,category,sub_category,format,scope,location_city,location_country,location_venue,date_start,date_end,registration_deadline,season_quarter,months_from_now,entry_cost_brl,entry_cost_usd,travel_cost_brl,total_cost_brl,prize_pool_usd,prize_1st_usd,prize_top10_avg_usd,prize_type,reward_employment,reward_scholarship,reward_certification,eligibility,eligibility_detail,team_size,ai_policy,platform_url,source_file,scholarship_weight_0_10,employment_weight_0_10,storytelling_weight_0_10,status,notes
CP01,Meta Hacker Cup 2026,S,algorithmic,individual,online,global,,global,online,2026-02-02,2026-12-13,2026-02-25,Q1,0,0,0,0,0,41500,20000,400,cash,yes,no,yes,open,None — any language any IDE,1,prohibited,https://www.facebook.com/codingcompetitions/hacker-cup,Competitive Programming Hackathon Information.md,9,10,8,registration_open,Top 2000 get t-shirt — top 200 onsite finals — multi-round elimination 24h then 3h sprints
CP12,TCS CodeVita Season 13,A,algorithmic,individual,online,global,,global,online,2025-09-18,2026-06-30,2025-09-18,Q1-Q2,0,0,0,0,0,20000,20000,0,cash+jobs,yes,no,yes,student,Students graduating 2026-2029,1,prohibited,https://codevita.tcsapps.com/,Competitive Programming Hackathon Information.md,5,9,5,active,R$20000 pool + TCS job placement — strict plagiarism detection
CP13,Constructor Open Cup 2026,A,algorithmic,individual,online,global,,global,online,,2026-02-12,2026-02-12,Q1,0,0,0,0,0,0,0,scholarship,no,yes,no,open,English proficiency — math/informatics focus,1,,https://constructor.university/lp/constructor-open-cup,Competitive Programming Hackathon Information.md,10,3,6,deadline_imminent,BSc SDT fully-funded scholarship prize
CP14,Blackbox Cup (JetBrains) 2026,A,algorithmic,individual,online,global,,global,online,,2026-03-15,2026-03-15,Q1,1,0,0,0,0,0,0,scholarship,no,yes,no,student,Enrollment in BSc SDT program,1,,https://constructor.university/lp/constructor-open-cup,Competitive Programming Hackathon Information.md,10,3,5,upcoming,BSc SDT scholarship linked to JetBrains
CP15,Topcoder Open / Marathon Matches 2026,B,heuristic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,75000,500,263,cash,yes,no,yes,open,Point-based qualification system,1,,https://www.topcoder.com/community/events/,Competitive Programming Hackathon Information.md,4,7,4,ongoing,Multi-day marathon matches — code quality awards — fastest submit bonuses
CP16,IEEEXtreme 19.0,B,algorithmic,team,online,global,,global,online,2026-10-25,2026-10-26,,Q4,8,0,0,0,0,900,300,100,cash,yes,no,yes,university,IEEE student membership required — 24-hour global competition,3,prohibited,https://ieeextreme.org/,web_research,5,6,5,upcoming,24-hour nonstop global competition — $300 per member for top 3 — compete from anywhere
CP17,Jane Street JSIP 2026,A,educational,individual,in_person,global,,global,,,,2026-02-08,Q1,0,0,0,0,0,0,0,stipend,yes,no,no,student,1st/2nd year undergrad,1,,https://www.janestreet.com/join-jane-street/programs-and-events/jsip/,Competitive Programming Hackathon Information.md,6,9,4,deadline_passed,Paid educational program — elite quantitative finance
CP18,Jane Street AMP 2026,A,educational,individual,in_person,global,,global,,2026-06-29,2026-07-31,,Q2-Q3,5,0,0,0,0,0,0,stipend+residency,yes,no,no,student,Completed intro CS courses — 1st/2nd year,1,,https://www.janestreet.com/join-jane-street/programs-and-events/amp/,Competitive Programming Hackathon Information.md,7,9,6,upcoming,Paid summer residency — elite quant/CS talent pipeline
CP19,Codeforces Regular Rounds (Div 1/2/3/4),C,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking,yes,no,no,open,None — Div 4 for beginners up to Div 1 for experts,1,prohibited,https://codeforces.com,web_research,2,5,2,recurring,2-3 rounds per week — Div 3/4 best for beginners — world's most popular CP platform — occasional prizes $100-500 for top finishers
CP20,Beecrowd Daily Practice,C,algorithmic,individual,online,national,,Brazil,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking,no,no,no,open,None,1,,https://www.beecrowd.com.br,Presencial-2.md,1,3,3,recurring,Brazilian training platform — former URI — daily problem solving — 3000+ problems
CP21,SBRC 2026 Hackathon,B,algorithmic,team,in_person,national,Praia do Forte,Brazil,Praia do Forte venue,2026-06-01,2026-08-31,,Q2-Q3,4,0,0,0,0,0,0,academic,yes,yes,yes,university,Academic — distributed systems and networking focus,3,,,_Salvador Tech Contests & Events .md,6,7,6,confirmed,Brazilian Symposium on Computer Networks — includes hackathon + thesis contest
CP22,Grand Prix SENAI de Inovação,B,algorithmic,team,in_person,national,Salvador,Brazil,SENAI CIMATEC,2026-10-01,2026-11-30,,Q4,8,0,0,0,0,0,0,prizes+recognition,yes,no,yes,open,None,3,,,_Salvador Tech Contests & Events .md,5,7,6,upcoming,3-day hackathon solving real industry problems — fierce competition
CP23,Maratona SBC (ICPC Regional Qualifiers UFBA),S,algorithmic,team,in_person,national,Salvador,Brazil,UFBA IC,2026-09-01,2026-10-31,,Q3,7,0,0,0,0,0,0,academic,yes,yes,yes,university,UFBA host site for ICPC regionals — form team of 3,3,prohibited,,_Salvador Tech Contests & Events .md,10,10,10,confirmed,Olympics of competitive programming — September/October
CP24,CodeChef Starters (Weekly),C,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking,no,no,no,open,None — rated for all divisions,1,prohibited,https://www.codechef.com/,web_research,1,3,1,recurring,Weekly 2.5h contests — Div 1/2/3/4 — great for building rating — CodeChef Laddus reward system
CP25,CodeChef Cook-Off / Long Challenge,B,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,500,100,50,cash+laddus,no,no,no,open,None,1,prohibited,https://www.codechef.com/,web_research,1,4,2,recurring,Monthly longer contests — occasional cash prizes — CodeChef Laddus convertible to rewards
CP26,LeetCode Weekly Contest,C,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking+coins,yes,no,no,open,None — free tier available,1,,https://leetcode.com/contest/,web_research,1,7,1,recurring,Every Sunday — 4 problems in 90 min — LeetCoins for prizes — direct employment signal
CP27,LeetCode Biweekly Contest,C,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking+coins,yes,no,no,open,None,1,,https://leetcode.com/contest/,web_research,1,7,1,recurring,Every other Saturday — same format as weekly — builds rating for job applications
CP28,AtCoder Regular Contests (ARC),B,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking,no,no,no,open,Rated 0-2799,1,prohibited,https://atcoder.jp/,web_research,2,4,2,recurring,Monthly — harder than ABC — 100-min format — intermediate to advanced level
CP29,AtCoder Grand Contests (AGC),A,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking,no,no,no,open,All rated,1,prohibited,https://atcoder.jp/,web_research,3,5,3,recurring,Quarterly — hardest AtCoder division — prestige problems — 2-3h format
CP30,AtCoder World Tour Finals 2026,S,algorithmic,individual,in_person,global,,Japan,Tokyo TBD,2026-06-01,2026-06-30,,Q2,4,0,0,0,0,0,0,prestige+travel,no,no,yes,open,Qualification through ARC/AGC rating,1,prohibited,https://atcoder.jp/,web_research,5,7,8,upcoming,Elite invitational — top 8 global competitors — fully funded travel to Japan
CP31,Topcoder Single Round Matches (SRM),C,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,75,75,0,cash+tshirt,no,no,no,open,None,1,,https://www.topcoder.com/,web_research,2,5,2,recurring,75-min challenge/system-test format — $75+t-shirt for 1st — classic CP format
CP32,Advent of Code 2026,C,algorithmic,individual,online,global,,global,online,2026-12-01,2026-12-25,,Q4,10,0,0,0,0,0,0,ranking+community,no,no,no,open,None — any programming language,1,,https://adventofcode.com/,web_research,1,3,4,upcoming,25 daily puzzles in December — massive global community — great for portfolio/storytelling — leaderboard race
CP33,Project Euler (Ongoing),C,mathematical,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking,no,no,no,open,None — 900+ problems,1,,https://projecteuler.net/,web_research,1,2,2,recurring,Mathematical coding challenges — 900+ problems — level system — strengthen math+algo fundamentals
CP34,DMOJ Online Judge,C,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking,no,no,no,open,None,1,,https://dmoj.ca/,web_research,1,2,1,recurring,Canadian OJ — IOI/ICPC style problems — regular contests — great for CCC/IOI prep
CP35,SPOJ Online Judge,C,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking,no,no,no,open,None — 10000+ problems,1,,https://www.spoj.com/,web_research,1,2,1,recurring,Sphere Online Judge — 10000+ problems — classical CP archive — multi-language support
CP36,Neps Academy,C,algorithmic,individual,online,national,,Brazil,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking,no,no,no,open,None — Portuguese language,1,,https://neps.academy/,web_research,1,2,2,recurring,Brazilian CP training — structured courses — OBI preparation — bilingual problems
CP37,Cloudflight Coding Contest (CCC),B,algorithmic,team,online,global,,global,online,2026-10-01,2026-10-31,,Q4,8,0,0,0,0,0,0,ranking+prizes,no,no,yes,open,None — 4h contest,1,prohibited,https://register.codingcontest.org/,web_research,3,4,4,upcoming,Vienna-based — 4h team contest — categories school/classic/creative — biannual spring+fall editions
CP38,Reply Code Challenge 2026,B,algorithmic,team,online,global,,global,online,2026-03-01,2026-03-31,,Q1,1,0,0,0,0,0,0,prizes+ranking,no,no,yes,open,Teams of 2-4 — 4h algorithm puzzles — Standard+Teen editions,2-4,prohibited,https://challenges.reply.com/challenges/coding/home,web_research,3,4,5,upcoming,International team-based coding competition — since 2019 — Standard+Teen editions — CTF component in Hack The Code variant
CP39,Reply Hack The Code Challenge 2026,B,hybrid_ctf_algo,team,online,global,,global,online,2026-03-01,2026-03-31,,Q1,1,0,0,0,0,0,0,prizes+ranking,no,no,yes,open,16+ — teams of 2-4 — coding+CTF hybrid,2-4,prohibited,https://challenges.reply.com/challenges/hack-the-code-standard/home,web_research,3,5,5,upcoming,Unique format mixing coding algorithms with CTF (Misc/Crypto/Web) — designed by 22 Reply experts
CP40,CodeCup 2026,B,ai_game,individual,online,global,,global,online,2026-01-01,2026-06-30,,Q1-Q2,0,0,0,0,0,0,0,ranking,no,no,no,open,None — submit AI player programs,1,,https://www.codecup.nl/,web_research,2,3,4,active,Annual AI programming competition — build bot to play board game — test competitions before finals
CP41,HKICO – Hong Kong Intl Computing Olympiad,A,algorithmic,individual,online,global,,global,online,2026-04-01,2026-06-30,,Q2,2,0,0,0,0,0,0,academic+medals,no,yes,yes,student,High school and university students,1,prohibited,,web_research,6,3,5,upcoming,International computing olympiad — medals for top performers — academic recognition
CP42,IKCC – Intl Kids Coding Competition,C,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,certificates,no,no,yes,student,Ages 8-18,1,,https://ikcc.org/,web_research,2,1,3,recurring,Youth programming competition — certificates — age-appropriate challenges
CP43,Google Summer of Code 2026 (GSoC),S,open_source,individual,online,global,,global,online,2026-04-29,2026-11-11,,Q2-Q4,3,0,0,0,0,6000,6000,3000,stipend,yes,yes,yes,open,Open to anyone 18+ — not just students,1,,https://summerofcode.withgoogle.com/programs/2026,web_research,9,10,9,registration_upcoming,Stipend $1500-$6000 based on PPP — 12-22 week coding — 150+ orgs — apps open Mar 31 close Apr 21 — elite resume credential
CP44,Google Solution Challenge 2026,A,open_source,team,online,global,,global,online,2026-01-01,2026-06-30,,Q1-Q2,0,0,0,0,0,0,0,prizes+recognition,no,no,yes,open,Google Developer Student Clubs members,1-4,,https://developers.google.com/community/gdsc,web_research,7,7,8,registration_open,Solve UN SDGs using Google tech — global recognition — travel prizes for finalists
CP45,Kaggle Competitions (Ongoing Featured),A,data_science,individual_or_team,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,100000,25000,5000,cash,yes,no,yes,open,None — Kaggle account required,1-5,,https://www.kaggle.com/competitions,web_research,5,9,6,recurring,Multiple active competitions at all times — $100k+ pools common — NFL Big Data Bowl / WiDS Datathon 2026 — Kaggle rank = hiring signal
CP46,Kaggle Playground / Getting Started,C,data_science,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,ranking+swag,no,no,no,open,None,1,,https://www.kaggle.com/competitions?type=playground,web_research,1,4,2,recurring,Monthly playground competitions — great for learning ML — build Kaggle profile — swag prizes
CP47,HackerRank Contests (Weekly/Monthly),C,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,badges+ranking,yes,no,yes,open,None,1,,https://www.hackerrank.com/contests,web_research,1,6,1,recurring,Weekly challenges — digital badges — direct recruiting pipeline — employers use HackerRank scores
CP48,HackerEarth Challenges,C,algorithmic,individual,online,global,,global,online,2026-01-01,2026-12-31,,Q1-Q4,0,0,0,0,0,0,0,badges+prizes,yes,no,no,open,None,1,,https://www.hackerearth.com/challenges/,web_research,1,5,1,recurring,Monthly hiring challenges — companies sponsor specific contests — cash prizes occasionally
CP49,Global Game Jam 2026 (GGJ),B,game_dev,team,hybrid,global,,global,online+sites,2026-01-26,2026-02-01,,Q1,0,0,0,0,0,0,0,community+portfolio,no,no,yes,open,18+ for main jam — GGJ Next for 10-18,1-8,,https://globalgamejam.org/2026,web_research,3,4,6,completed,474k+ jammers — 101k+ games created — 132 countries — non-competitive but portfolio gold — also GGJ Next youth edition
CP50,Ludum Dare 57+,B,game_dev,individual_or_team,online,global,,global,online,2026-04-04,2026-04-07,,Q2,2,0,0,0,0,0,0,community+ranking,no,no,no,open,None — 48h Compo (solo) or 72h Jam (team),1-4,,https://ludumdare.com/,web_research,2,3,5,upcoming,Original game jam — solo 48h Compo or team 72h Jam — community voting ranks — 3+ editions per year
